Product,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Release Year,Power Density,Vendor_3dfx,Vendor_AMD,Vendor_ATI,Vendor_Intel,Vendor_Matrox,Vendor_NVIDIA,Vendor_Sony,Vendor_VIA,Vendor_XGI,Foundry_Fujitsu,Foundry_GlobalFoundries,Foundry_IBM,Foundry_Intel,Foundry_NEC,Foundry_Renesas,Foundry_Samsung,Foundry_Sony,Foundry_TSMC,Foundry_UMC,Type_CPU,Type_GPU
Intel Core 7 150UL,2013-09-01,10.0,15.0,169.0,950.0,1800.0,2013,0.08875739644970414,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core 7 160UL,2013-09-01,10.0,15.0,169.0,950.0,1800.0,2013,0.08875739644970414,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core 7 250U,2013-09-01,10.0,15.0,169.0,950.0,1900.0,2013,0.08875739644970414,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-14100,2024-01-08,10.0,60.0,163.0,950.0,3500.0,2024,0.36809815950920244,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-14100F,2024-01-08,10.0,58.0,163.0,950.0,3500.0,2024,0.3558282208588957,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-14100T,2024-01-08,10.0,35.0,163.0,950.0,2700.0,2024,0.2147239263803681,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14400,2024-01-08,10.0,65.0,215.0,950.0,2500.0,2024,0.3023255813953488,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14400F,2024-01-08,10.0,65.0,215.0,950.0,2500.0,2024,0.3023255813953488,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14400T,2024-01-08,10.0,35.0,215.0,950.0,1500.0,2024,0.16279069767441862,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14450HX,2024-01-08,10.0,55.0,257.0,950.0,2400.0,2024,0.2140077821011673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14490F,2013-09-01,10.0,65.0,257.0,950.0,2500.0,2013,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14500,2024-01-08,10.0,65.0,257.0,950.0,2600.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14500HX,2024-01-08,10.0,55.0,257.0,950.0,2600.0,2024,0.2140077821011673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14500T,2024-01-08,10.0,35.0,257.0,950.0,1700.0,2024,0.13618677042801555,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14600,2024-01-08,10.0,65.0,257.0,950.0,2700.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-14600T,2024-01-08,10.0,35.0,257.0,950.0,1800.0,2024,0.13618677042801555,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-14650HX,2024-01-08,10.0,55.0,257.0,950.0,2200.0,2024,0.2140077821011673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-14700,2024-01-08,10.0,65.0,257.0,950.0,2100.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-14700F,2024-01-08,10.0,65.0,257.0,950.0,2100.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-14700HX,2024-01-08,10.0,55.0,257.0,950.0,2100.0,2024,0.2140077821011673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-14700T,2024-01-08,10.0,35.0,257.0,950.0,1300.0,2024,0.13618677042801555,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i9-14900,2024-01-08,10.0,65.0,257.0,950.0,2000.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i9-14900F,2024-01-08,10.0,65.0,257.0,950.0,2000.0,2024,0.2529182879377432,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i9-14900HX,2024-01-08,10.0,55.0,257.0,950.0,2200.0,2024,0.2140077821011673,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i9-14900T,2024-01-08,10.0,35.0,257.0,950.0,1100.0,2024,0.13618677042801555,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Processor 300,2024-01-08,10.0,46.0,163.0,950.0,3900.0,2024,0.2822085889570552,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Processor 300T,2024-01-08,10.0,35.0,163.0,950.0,3400.0,2024,0.2147239263803681,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3dfx Voodoo4 4000 AGP,2013-09-01,250.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx VSA-100,2000-06-22,250.0,65.0,112.0,14.0,1400.0,2000,0.5803571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4 4500 AGP,2000-10-13,250.0,15.0,112.0,14.0,166.0,2000,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4 4500 PCI,2000-10-13,250.0,15.0,112.0,14.0,166.0,2000,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4 4800 AGP,2013-09-01,250.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4-2 4000 AGP,2013-09-01,180.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx VSA-101,2013-09-01,180.0,65.0,112.0,14.0,1400.0,2013,0.5803571428571429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4-2 4200 AGP,2013-09-01,180.0,15.0,112.0,14.0,143.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4-2 4200 PCI 16 MB,2013-09-01,180.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4-2 4200 PCI 32 MB,2013-09-01,180.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo4-2 4800 AGP,2013-09-01,180.0,15.0,112.0,14.0,166.0,2013,0.13392857142857142,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo5 5000 AGP,2013-09-01,250.0,30.0,112.0,14.0,166.0,2013,0.26785714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo5 5000 PCI,2013-09-01,250.0,30.0,112.0,14.0,166.0,2013,0.26785714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo5 5500 AGP,2000-06-22,250.0,30.0,112.0,14.0,166.0,2000,0.26785714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo5 5500 PCI,2000-06-22,250.0,30.0,112.0,14.0,166.0,2000,0.26785714285714285,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Voodoo5 6000,2013-09-01,250.0,60.0,112.0,14.0,166.0,2013,0.5357142857142857,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI All-In-Wonder Radeon 7200,2000-07-31,180.0,65.0,111.0,30.0,166.0,2000,0.5855855855855856,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI R100,2000-04-01,180.0,65.0,111.0,30.0,1400.0,2000,0.5855855855855856,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Fire GL2,2000-06-01,180.0,65.0,100.0,950.0,120.0,2000,0.65,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ATI RC1000,2000-06-01,180.0,65.0,156.0,950.0,1400.0,2000,0.4166666666666667,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ATI Fire GL3,2000-06-01,180.0,65.0,100.0,950.0,120.0,2000,0.65,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ATI GameCube GPU,2000-08-24,180.0,45.0,120.0,51.0,162.0,2000,0.375,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ATI Flipper,2000-08-24,180.0,65.0,120.0,51.0,1400.0,2000,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
ATI Radeon 7200,2000-06-01,180.0,23.0,111.0,30.0,143.0,2000,0.2072072072072072,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7200,2000-04-01,180.0,23.0,111.0,30.0,166.0,2000,0.2072072072072072,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7200 64 MB,2000-04-01,180.0,23.0,111.0,30.0,166.0,2000,0.2072072072072072,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon DDR,2000-04-01,180.0,23.0,115.0,30.0,166.0,2000,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Rage 6,2000-04-01,180.0,65.0,115.0,30.0,1400.0,2000,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon DDR MAXX,2000-06-01,180.0,65.0,115.0,30.0,148.0,2000,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon SDR,2000-06-01,180.0,23.0,115.0,30.0,166.0,2000,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon SDR PCI,2000-06-01,180.0,23.0,115.0,30.0,166.0,2000,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Intel i815 Graphics,2013-09-01,150.0,65.0,169.0,950.0,133.0,2013,0.38461538461538464,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Intel Solano,2013-09-01,150.0,65.0,169.0,950.0,1400.0,2013,0.38461538461538464,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Matrox Millennium G450,2013-09-01,180.0,65.0,169.0,10.0,125.0,2013,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Matrox Condor,2013-09-01,180.0,65.0,169.0,10.0,1400.0,2013,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Matrox Millennium G450 LP,2013-09-01,180.0,65.0,169.0,10.0,125.0,2013,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NVIDIA GeForce2 GTS,2000-04-26,180.0,65.0,88.0,25.0,200.0,2000,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV15,2000-04-26,180.0,65.0,88.0,25.0,1400.0,2000,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 GTS PRO,2000-04-26,180.0,65.0,88.0,25.0,200.0,2000,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 Go,2000-11-11,180.0,2.0,64.0,20.0,143.0,2000,0.03125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV11B,2000-07-25,180.0,65.0,64.0,20.0,1400.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 Go,2000-11-11,180.0,2.0,64.0,20.0,143.0,2000,0.03125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX,2000-06-28,180.0,65.0,64.0,20.0,175.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV11,2000-06-28,180.0,65.0,64.0,20.0,1400.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX DH Pro TV,2000-06-28,180.0,65.0,64.0,20.0,175.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX DH Pro TV PCI,2000-06-28,180.0,65.0,64.0,20.0,175.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX PCI,2000-06-28,180.0,65.0,64.0,20.0,175.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 PRO,2000-12-05,180.0,65.0,88.0,25.0,200.0,2000,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 Ultra,2000-08-14,180.0,65.0,88.0,25.0,250.0,2000,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Quadro2 MXR,2000-07-25,180.0,65.0,64.0,20.0,200.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Quadro2 MXR Low Profile,2000-07-25,180.0,65.0,64.0,20.0,200.0,2000,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Vanta LT,2000-03-01,250.0,65.0,63.0,15.0,105.0,2000,1.0317460317460319,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV5,1999-03-15,250.0,65.0,63.0,15.0,1400.0,1999,1.0317460317460319,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Sony Playstation 2 GPU 250nm,2000-03-04,250.0,79.0,279.0,54.0,147.0,2000,0.2831541218637993,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Sony GS-250nm,2000-03-04,250.0,65.0,279.0,54.0,1400.0,2000,0.23297491039426524,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3dfx Spectre 1000,2013-09-01,180.0,30.0,131.0,30.0,200.0,2013,0.22900763358778625,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Rampage,2013-09-01,180.0,65.0,131.0,30.0,1400.0,2013,0.4961832061068702,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Spectre 2000,2013-09-01,180.0,30.0,169.0,25.0,200.0,2013,0.17751479289940827,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
3dfx Spectre 3000,2013-09-01,180.0,60.0,169.0,25.0,200.0,2013,0.35502958579881655,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI All-In-Wonder Radeon 8500,2001-11-14,150.0,65.0,120.0,60.0,275.0,2001,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI R200,2001-08-14,150.0,65.0,120.0,60.0,1400.0,2001,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI All-In-Wonder Radeon 8500DV,2001-08-30,150.0,65.0,120.0,60.0,230.0,2001,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Fire GL4,2001-03-14,180.0,65.0,100.0,950.0,150.0,2001,0.65,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
ATI FireGL 8700,2001-08-14,150.0,65.0,120.0,60.0,250.0,2001,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI FireGL 8800,2001-08-14,150.0,65.0,120.0,60.0,300.0,2001,0.5416666666666666,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Mobility FireGL 7800,2001-09-29,150.0,27.0,68.0,60.0,280.0,2001,0.39705882352941174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI M7,2001-09-29,150.0,65.0,68.0,60.0,1400.0,2001,0.9558823529411765,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Mobility Radeon 7500,2001-12-01,150.0,27.0,68.0,60.0,280.0,2001,0.39705882352941174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Mobility Radeon 7500,2001-12-01,150.0,27.0,68.0,60.0,230.0,2001,0.39705882352941174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Mobility Radeon 7500C,2001-12-01,150.0,27.0,68.0,60.0,230.0,2001,0.39705882352941174,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7000,2001-02-19,180.0,23.0,80.0,30.0,183.0,2001,0.2875,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI RV100,2001-02-19,180.0,65.0,80.0,30.0,1400.0,2001,0.8125,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7000 PCI,2001-02-19,180.0,23.0,80.0,30.0,133.0,2001,0.2875,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7500,2001-08-14,150.0,23.0,83.0,60.0,290.0,2001,0.27710843373493976,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI RV200,2001-08-14,150.0,65.0,83.0,60.0,1400.0,2001,0.7831325301204819,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 7500 LE,2001-08-14,150.0,23.0,83.0,60.0,250.0,2001,0.27710843373493976,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon 8500,2001-08-14,150.0,23.0,120.0,60.0,275.0,2001,0.19166666666666668,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon DDR VIVO,2001-08-14,180.0,65.0,115.0,30.0,183.0,2001,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon DDR VIVO OEM,2001-08-14,180.0,65.0,115.0,30.0,166.0,2001,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon DDR VIVO SE,2001-08-14,180.0,65.0,115.0,30.0,187.0,2001,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon LE,2001-05-01,180.0,65.0,115.0,30.0,148.0,2001,0.5652173913043478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon VE AGP,2001-02-19,180.0,23.0,115.0,30.0,183.0,2001,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI Radeon VE PCI,2001-02-19,180.0,23.0,115.0,30.0,183.0,2001,0.2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Intel i830M Graphics,2013-09-01,150.0,65.0,169.0,950.0,166.0,2013,0.38461538461538464,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Intel Almador,2013-09-01,150.0,65.0,169.0,950.0,1400.0,2013,0.38461538461538464,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Matrox Millennium G550,2001-11-26,180.0,65.0,169.0,10.0,125.0,2001,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Matrox Condor,2001-11-26,180.0,65.0,169.0,10.0,1400.0,2001,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
Matrox Millennium G550 PCIe,2001-11-26,180.0,65.0,169.0,10.0,125.0,2001,0.38461538461538464,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
NVIDIA GeForce2 Go 100,2001-02-06,180.0,2.0,64.0,20.0,125.0,2001,0.03125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 Go 200,2001-02-06,180.0,2.0,64.0,20.0,143.0,2001,0.03125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX + nForce 220,2001-06-04,180.0,65.0,65.0,20.0,175.0,2001,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Crush11,2001-06-04,180.0,65.0,65.0,20.0,1400.0,2001,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX + nForce 420,2001-06-04,180.0,65.0,65.0,20.0,175.0,2001,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX 200,2001-03-03,180.0,65.0,64.0,20.0,175.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX 200 LP,2001-03-03,180.0,65.0,64.0,20.0,175.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX 200 PCI,2001-03-03,180.0,65.0,64.0,20.0,175.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX 400,2001-03-03,180.0,65.0,64.0,20.0,200.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 MX 400 PCI,2001-03-03,180.0,65.0,64.0,20.0,200.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce2 Ti,2001-10-01,180.0,65.0,88.0,25.0,250.0,2001,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce3,2001-02-27,150.0,65.0,128.0,57.0,200.0,2001,0.5078125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV20,2001-02-27,150.0,65.0,128.0,57.0,1400.0,2001,0.5078125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce3 Ti200,2001-10-01,150.0,65.0,128.0,57.0,175.0,2001,0.5078125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA GeForce3 Ti500,2001-10-01,150.0,65.0,128.0,57.0,240.0,2001,0.5078125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Quadro DCC,2001-05-14,150.0,65.0,128.0,57.0,200.0,2001,0.5078125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Quadro2 Go,2001-08-14,180.0,65.0,64.0,20.0,143.0,2001,1.015625,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Quadro2 Pro,2001-03-22,180.0,65.0,88.0,25.0,200.0,2001,0.7386363636363636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA Xbox GPU,2001-11-15,150.0,65.0,142.0,57.0,233.0,2001,0.45774647887323944,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
NVIDIA NV2A,2001-11-15,150.0,65.0,142.0,57.0,1400.0,2001,0.45774647887323944,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Sony Playstation 2 GPU 180nm,2001-04-18,180.0,79.0,188.0,54.0,147.0,2001,0.42021276595744683,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
Sony GS-180nm,2001-04-18,180.0,65.0,188.0,54.0,1400.0,2001,0.34574468085106386,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
ATI All-In-Wonder 9500,2002-07-01,150.0,65.0,215.0,110.0,277.0,2002,0.3023255813953488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI R300,2002-07-01,150.0,65.0,215.0,110.0,1400.0,2002,0.3023255813953488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI All-In-Wonder Radeon 7500,2002-04-16,150.0,65.0,83.0,60.0,260.0,2002,0.7831325301204819,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI All-In-Wonder Radeon 7500 VE,2002-04-16,150.0,65.0,83.0,60.0,260.0,2002,0.7831325301204819,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI FireGL 9500 Z1-128,2002-10-01,150.0,65.0,215.0,110.0,325.0,2002,0.3023255813953488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI FireGL 9700 X1-128,2002-07-23,150.0,65.0,215.0,110.0,325.0,2002,0.3023255813953488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI FireGL 9700 X1-256,2002-07-23,150.0,37.0,215.0,110.0,325.0,2002,0.17209302325581396,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
ATI FireGL 9700 X1-256p,2002-07-23,150.0,37.0,215.0,110.0,324.0,2002,0.17209302325581396,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
