Product,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (GHz),Release Year,Power Density,Vendor_3dfx,Vendor_AMD,Vendor_ATI,Vendor_Intel,Vendor_Matrox,Vendor_NVIDIA,Vendor_Sony,Vendor_VIA,Vendor_XGI,Foundry_Fujitsu,Foundry_GlobalFoundries,Foundry_IBM,Foundry_Intel,Foundry_NEC,Foundry_Renesas,Foundry_Samsung,Foundry_Sony,Foundry_TSMC,Foundry_UMC,Type_CPU,Type_GPU
Intel Atom D2500,2011-11-01,32.0,10.0,66.0,176.0,1867.0,2011,0.15151515151515152,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom D2550,2011-11-01,32.0,10.0,66.0,176.0,1867.0,2011,0.15151515151515152,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom D2700,2011-11-01,32.0,10.0,66.0,176.0,2133.0,2011,0.15151515151515152,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom N2600,2011-12-01,32.0,4.0,66.0,176.0,1600.0,2011,0.06060606060606061,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom N2800,2011-12-01,32.0,7.0,66.0,176.0,1867.0,2011,0.10606060606060606,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron 725C,2011-07-01,32.0,17.0,131.0,504.0,1300.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron 787,2011-07-01,32.0,17.0,131.0,504.0,1300.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron 847,2011-06-19,32.0,17.0,131.0,504.0,1100.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron 857,2011-07-01,32.0,17.0,131.0,504.0,1200.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron B710,2011-06-19,32.0,35.0,131.0,504.0,1600.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron B800,2011-06-19,32.0,35.0,131.0,504.0,1500.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron B840,2011-07-01,32.0,35.0,131.0,504.0,1900.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G440,2011-09-04,32.0,35.0,131.0,504.0,1600.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G460,2011-12-12,32.0,35.0,131.0,504.0,1800.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G530,2011-09-04,32.0,65.0,131.0,504.0,2400.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G530T,2011-09-04,32.0,35.0,131.0,504.0,2000.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G540,2011-09-04,32.0,65.0,131.0,504.0,2500.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G540T,2011-09-04,32.0,35.0,131.0,504.0,2100.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G550T,2011-09-04,32.0,35.0,131.0,504.0,2200.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2102,2011-06-01,32.0,65.0,131.0,504.0,3100.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2120T,2011-09-04,32.0,35.0,131.0,504.0,2600.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2125,2011-09-04,32.0,65.0,131.0,504.0,3300.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2130,2011-09-04,32.0,65.0,131.0,504.0,3400.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2312M,2011-09-01,32.0,35.0,149.0,624.0,2100.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2332M,2011-09-01,32.0,35.0,149.0,624.0,2200.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2350M,2011-10-01,32.0,35.0,149.0,624.0,2300.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2367M,2011-10-01,32.0,17.0,149.0,624.0,1400.0,2011,0.11409395973154363,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2320,2011-09-04,32.0,95.0,216.0,1160.0,3000.0,2011,0.4398148148148148,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2415M,2011-09-01,32.0,35.0,149.0,624.0,2300.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2430M,2011-10-01,32.0,35.0,149.0,624.0,2400.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2430M,2011-10-01,32.0,35.0,149.0,624.0,2400.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2435M,2011-09-01,32.0,35.0,149.0,624.0,2400.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-2435M,2011-09-01,32.0,35.0,149.0,624.0,2400.0,2011,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2670QM,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2675QM,2011-10-12,32.0,45.0,216.0,1160.0,2200.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2700K,2011-10-24,32.0,95.0,216.0,1160.0,3500.0,2011,0.4398148148148148,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2760QM,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2760QM,2011-09-04,32.0,45.0,216.0,1160.0,2400.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2860QM,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2860QM,2011-09-04,32.0,45.0,216.0,1160.0,2500.0,2011,0.20833333333333334,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-2960XM,2011-09-04,32.0,55.0,216.0,1160.0,2700.0,2011,0.25462962962962965,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3930K,2011-11-14,32.0,130.0,435.0,2270.0,3200.0,2011,0.2988505747126437,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3960X,2011-11-14,32.0,130.0,435.0,2270.0,3300.0,2011,0.2988505747126437,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-980,2011-06-26,32.0,130.0,239.0,1170.0,3333.0,2011,0.5439330543933054,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 350,2011-11-21,32.0,15.0,131.0,504.0,1200.0,2011,0.11450381679389313,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 957,2011-06-19,32.0,17.0,131.0,504.0,1200.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 967,2011-10-02,32.0,17.0,131.0,504.0,1300.0,2011,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium B940,2011-06-19,32.0,35.0,131.0,504.0,2000.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium B950,2011-06-19,32.0,35.0,131.0,504.0,2100.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium B960,2011-10-02,32.0,35.0,131.0,504.0,2200.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G630,2011-09-04,32.0,65.0,131.0,504.0,2700.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G630T,2011-09-04,32.0,35.0,131.0,504.0,2300.0,2011,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G632,2011-09-04,32.0,65.0,131.0,504.0,2700.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G860,2011-09-04,32.0,65.0,131.0,504.0,3000.0,2011,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
AMD A10-5700,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A10-5800B,2012-10-02,32.0,100.0,246.0,1303.0,3800.0,2012,0.4065040650406504,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A10-5800K,2012-10-02,32.0,100.0,246.0,1303.0,3800.0,2012,0.4065040650406504,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A4-4355M,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,2012,0.06910569105691057,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A4-5300,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A4-5300B,2012-10-02,32.0,65.0,246.0,1303.0,3400.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A6-5400B,2012-10-02,32.0,65.0,246.0,1303.0,3600.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A6-5400K,2012-10-02,32.0,65.0,246.0,1303.0,3600.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A8-4555M,2012-09-27,32.0,19.0,246.0,1303.0,1600.0,2012,0.07723577235772358,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A8-5500,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A8-5500B,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD A8-5600K,2012-10-02,32.0,100.0,246.0,1303.0,3600.0,2012,0.4065040650406504,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Athlon X2 340,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Athlon X4 730,2012-10-02,32.0,65.0,246.0,1303.0,2800.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Athlon X4 740,2012-10-02,32.0,65.0,246.0,1303.0,3200.0,2012,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Athlon X4 750K,2012-10-02,32.0,100.0,246.0,1303.0,3400.0,2012,0.4065040650406504,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD C-70,2012-09-01,40.0,9.0,75.0,950.0,1000.0,2012,0.12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-4120,2012-10-23,32.0,95.0,315.0,1200.0,3900.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-4150,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-4300,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD FX-4320,2012-10-23,32.0,95.0,315.0,1200.0,4000.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-6120,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-6130,2012-10-23,32.0,95.0,315.0,1200.0,3600.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-6300,2012-10-23,32.0,95.0,315.0,1200.0,3500.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD FX-8140,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-8170,2012-10-23,32.0,125.0,315.0,1200.0,3900.0,2012,0.3968253968253968,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-8300,2012-10-23,32.0,95.0,315.0,1200.0,3300.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD FX-8320,2012-10-23,32.0,125.0,315.0,1200.0,3500.0,2012,0.3968253968253968,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD FX-8350,2012-10-23,32.0,125.0,315.0,1200.0,4000.0,2012,0.3968253968253968,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD FirePro A320,2012-08-07,32.0,100.0,246.0,1303.0,3800.0,2012,0.4065040650406504,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Opteron 3320 EE,2012-12-04,32.0,25.0,315.0,1200.0,1900.0,2012,0.07936507936507936,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 3350 HE,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,2012,0.14285714285714285,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 3380,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,2012,0.20634920634920634,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4310 EE,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,2012,0.1111111111111111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4332 HE,2012-12-04,32.0,65.0,315.0,1200.0,3000.0,2012,0.20634920634920634,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4334,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4340,2012-12-04,32.0,95.0,315.0,1200.0,3500.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4376 HE,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,2012,0.20634920634920634,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 4386,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,2012,0.30158730158730157,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 43CX EE,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,2012,0.1111111111111111,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 43GK HE,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,2012,0.20634920634920634,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 6348,2012-11-05,32.0,115.0,169.0,2400.0,2800.0,2012,0.6804733727810651,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Opteron 6366 HE,2012-11-05,32.0,85.0,315.0,2400.0,1800.0,2012,0.2698412698412698,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 6376,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,2012,0.36507936507936506,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 6378,2012-11-05,32.0,115.0,315.0,2400.0,2400.0,2012,0.36507936507936506,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 6380,2012-11-05,32.0,115.0,315.0,2400.0,2500.0,2012,0.36507936507936506,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Opteron 6386 SE,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,2012,0.4444444444444444,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
AMD Sempron X2 240,2013-09-01,32.0,65.0,246.0,1303.0,2900.0,2013,0.26422764227642276,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
AMD Z-60,2012-10-09,40.0,5.0,169.0,950.0,1000.0,2012,0.029585798816568046,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
Intel Atom S1220,2012-12-11,32.0,8.0,169.0,950.0,1600.0,2012,0.047337278106508875,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom S1240,2012-12-11,32.0,6.0,169.0,950.0,1600.0,2012,0.03550295857988166,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom S1260,2012-12-11,32.0,9.0,169.0,950.0,2000.0,2012,0.05325443786982249,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Atom Z2760,2012-09-27,32.0,3.0,65.0,140.0,1800.0,2012,0.046153846153846156,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron 887,2012-09-01,32.0,17.0,131.0,504.0,1500.0,2012,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron B830,2012-09-01,32.0,35.0,131.0,504.0,1800.0,2012,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G1610,2012-12-03,22.0,55.0,94.0,950.0,2600.0,2012,0.5851063829787234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G1610T,2012-12-03,22.0,35.0,94.0,950.0,2300.0,2012,0.3723404255319149,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G1620,2012-12-03,22.0,55.0,94.0,950.0,2700.0,2012,0.5851063829787234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G465,2012-09-01,32.0,35.0,131.0,504.0,1900.0,2012,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Celeron G555,2012-09-01,32.0,65.0,131.0,504.0,2700.0,2012,0.4961832061068702,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2328M,2012-09-01,32.0,35.0,149.0,624.0,2200.0,2012,0.2348993288590604,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-2377M,2012-09-01,32.0,17.0,149.0,624.0,1500.0,2012,0.11409395973154363,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3120M,2012-09-30,22.0,35.0,118.0,950.0,2500.0,2012,0.2966101694915254,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3120M,2012-09-30,22.0,35.0,118.0,950.0,2500.0,2012,0.2966101694915254,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3220,2012-09-03,22.0,55.0,94.0,950.0,3300.0,2012,0.5851063829787234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3220T,2012-09-03,22.0,35.0,94.0,950.0,2800.0,2012,0.3723404255319149,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3225,2012-09-03,22.0,55.0,118.0,950.0,3300.0,2012,0.4661016949152542,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3240,2012-09-03,22.0,55.0,94.0,950.0,3400.0,2012,0.5851063829787234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i3-3240T,2012-09-03,22.0,35.0,94.0,950.0,3000.0,2012,0.3723404255319149,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-3330,2012-09-03,22.0,77.0,133.0,950.0,3000.0,2012,0.5789473684210527,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-3330S,2012-09-03,22.0,77.0,133.0,950.0,2700.0,2012,0.5789473684210527,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-3335S,2012-11-01,22.0,65.0,160.0,1480.0,2700.0,2012,0.40625,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-3350P,2012-09-03,22.0,69.0,133.0,950.0,3100.0,2012,0.518796992481203,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i5-3365M,2012-11-01,22.0,35.0,160.0,950.0,2800.0,2012,0.21875,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3525M,2012-11-01,22.0,35.0,160.0,1480.0,2900.0,2012,0.21875,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3630QM,2012-09-30,22.0,45.0,160.0,1480.0,2400.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3632QM,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,2012,0.21875,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3632QM,2012-10-19,22.0,35.0,160.0,1480.0,2200.0,2012,0.21875,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3635QM,2012-09-01,22.0,45.0,160.0,1480.0,2400.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3740QM,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3740QM,2012-09-03,22.0,45.0,160.0,1400.0,2700.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3840QM,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3840QM,2012-09-03,22.0,45.0,160.0,1400.0,2800.0,2012,0.28125,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3940XM,2012-09-03,22.0,55.0,160.0,1400.0,3000.0,2012,0.34375,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Core i7-3970X,2012-11-01,32.0,150.0,435.0,2270.0,3500.0,2012,0.3448275862068966,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 2020M,2012-09-01,22.0,35.0,118.0,1400.0,2400.0,2012,0.2966101694915254,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 2117U,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,2012,0.1440677966101695,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 2117U,2012-09-01,22.0,17.0,118.0,1400.0,1800.0,2012,0.1440677966101695,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 2129Y,2012-09-01,22.0,10.0,118.0,1400.0,1100.0,2012,0.0847457627118644,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium 997,2012-09-01,32.0,17.0,131.0,504.0,1600.0,2012,0.1297709923664122,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium B980,2012-09-01,32.0,35.0,131.0,504.0,2400.0,2012,0.26717557251908397,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G2100T,2012-09-03,22.0,35.0,94.0,950.0,2600.0,2012,0.3723404255319149,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Intel Pentium G2120,2012-09-03,22.0,55.0,94.0,950.0,3100.0,2012,0.5851063829787234,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
