Customer_ID,Default_Probability,Credit_Score,Score_Category,Predicted_Default,Actual_Default
84322,0.09938155107875975,783.107250195988,Excellent,0,0
65356,0.1677830224947877,669.3142328552262,Fair,0,0
14526,0.17133080343962054,663.4121273855772,Fair,0,0
11659,0.13008681881810055,732.025818876123,Good,0,0
17894,0.08639150169733202,804.717558920601,Excellent,0,0
61462,0.12155033894196984,746.2271479186732,Good,0,0
74137,0.04639917555030662,850.0,Excellent,0,0
57634,0.1536003787718178,692.9085472712111,Fair,0,0
38526,0.09266930365626949,794.2737773412497,Excellent,0,0
47425,0.22266187394992684,578.0175112204862,Very Poor,0,0
15204,0.1423108168087003,711.6899169353965,Good,0,0
53911,0.14562748039679696,706.1722994137167,Good,0,0
27851,0.3989901404245032,300.0,Very Poor,0,0
77176,0.08171644801345948,812.4950007490415,Excellent,0,0
67651,0.08190772354854238,812.1767938474945,Excellent,0,0
11259,0.13863504279466154,717.8049522915251,Good,0,0
32856,0.15716672919365016,686.9755495301755,Fair,0,0
36289,0.10687450610143849,770.641934126348,Excellent,0,0
67696,0.12614731306745952,738.5795996196712,Good,0,0
21050,0.1312810568927066,730.0390786625082,Good,0,0
71867,0.07613293921712609,821.7837528786424,Excellent,0,0
30347,0.05697020112824319,850.0,Excellent,0,0
25027,0.11158560531029868,762.804526788905,Excellent,0,0
46468,0.10327158968935385,776.6357632249074,Excellent,0,0
43137,0.13980638217566208,715.8563064548965,Good,0,0
2600,0.1334666706304578,726.4030811201827,Good,0,0
53789,0.11924089028640257,750.0691578267961,Excellent,0,0
12237,0.18624024999941874,638.6087002692019,Poor,0,0
58823,0.23014487147927376,565.5687604847187,Very Poor,0,0
63349,0.08675551755063354,804.1119803935674,Excellent,0,0
80289,0.11703210676128527,753.7437007389939,Excellent,0,0
40174,0.15666794145749893,687.8053352107204,Fair,0,0
40048,0.07895353495160211,817.0913962278278,Excellent,0,0
62779,0.21261105916555917,594.7380951110008,Very Poor,0,0
45014,0.0789738490842831,817.0576015388456,Excellent,0,0
7101,0.1258799470767021,739.0243909698096,Good,0,0
16760,0.45644259107007423,300.0,Very Poor,0,1
37566,0.16396577282356936,675.6646277961337,Fair,0,0
69218,0.08256585924414973,811.0819161340121,Excellent,0,0
66164,0.16690443236292757,670.7758596307982,Fair,0,0
70771,0.4535545267046196,300.0,Very Poor,0,0
73283,0.2335323946659188,559.9332605935599,Very Poor,0,0
7612,0.07703150299786436,820.2888978445828,Excellent,0,0
11993,0.19956090401329185,616.4483960855149,Poor,0,0
59553,0.21097009758223476,597.4680067056073,Very Poor,0,0
35431,0.10315526380258254,776.8292835304874,Excellent,0,0
18488,0.16682815007138252,670.9027632184678,Fair,0,0
32429,0.15980043861244325,682.5940978543711,Fair,0,0
9529,0.14055869244796274,714.6047594619838,Good,0,0
64134,0.20546805958232695,606.621223625826,Poor,0,0
19109,0.09897532954954265,783.7830422887814,Excellent,0,0
22564,0.2666497831997252,504.8390135007243,Very Poor,0,1
33145,0.12783133719213208,735.7780489738437,Good,0,0
9689,0.09693107038055289,787.183881689604,Excellent,0,0
17617,0.12622457513883154,738.4510660655617,Good,0,0
6399,0.1363283279008398,721.6424143004396,Good,0,0
66350,0.1223193600307955,744.9478007308926,Good,0,0
6273,0.06525609741557116,839.8785192939603,Excellent,0,0
19485,0.11312505751091961,760.2434866923395,Excellent,0,0
12454,0.13766682571362035,719.4156828914918,Good,0,0
3523,0.05971638929113192,849.0944044148081,Excellent,0,0
27991,0.48403202936925904,300.0,Very Poor,0,0
36945,0.10077846621465857,780.7833354469018,Excellent,0,0
74834,0.1074939771213634,769.6113791535804,Excellent,0,0
23460,0.08396542135547315,808.7535978638589,Excellent,0,0
42089,0.15476975736971071,690.9631634028055,Fair,0,0
17071,0.12877361157881853,734.2104767651728,Good,0,0
7129,0.0737008293106921,825.8298226345721,Excellent,0,0
32423,0.12068511682566735,747.666535599169,Good,0,0
43412,0.07439539332552322,824.674342593752,Excellent,0,0
961,0.27280595070752883,494.5975835801981,Very Poor,0,0
10290,0.14590593292847737,705.7090644406944,Good,0,0
22938,0.12273952552039857,744.2488113984323,Good,0,0
44454,0.15671040521943203,687.7346922918185,Fair,0,0
58186,0.12118256177119878,746.8389837915677,Good,0,0
2081,0.15262260838886965,694.5351707902489,Fair,0,0
28395,0.10081353823245212,780.7249894691569,Excellent,0,0
10584,0.1534532626933436,693.1532902880257,Fair,0,0
14628,0.21413516756906262,592.2025810292316,Very Poor,0,0
3651,0.15694368375482612,687.3466089966234,Fair,0,0
58108,0.0643635288195514,841.363400709843,Excellent,0,0
22377,0.5932027964275751,300.0,Very Poor,0,0
72929,0.10733971615563528,769.8680084392479,Excellent,0,0
44732,0.19396505628982005,625.7576753137404,Poor,0,0
43607,0.12642979262441958,738.1096652679953,Good,0,0
12164,0.0942513553186556,791.641868574888,Excellent,0,0
6539,0.39218754727901256,300.0,Very Poor,0,0
7250,0.5074389334755933,300.0,Very Poor,0,0
60252,0.11047995051450268,764.6438994331817,Excellent,0,0
65473,0.20629549211741705,605.2447028746692,Poor,0,0
17336,0.08914236998219421,800.1412011908442,Excellent,0,0
31924,0.13004596323446974,732.0937864218545,Good,0,0
8289,0.41750559245341146,300.0,Very Poor,0,0
72029,0.18678878454828415,637.6961555513931,Poor,0,0
82914,0.05637876180604805,850.0,Excellent,0,0
23817,0.18611069237618172,638.8242329553041,Poor,0,0
17968,0.07077456798232244,830.6979650763843,Excellent,0,0
17463,0.08529981584705719,806.5336927598196,Excellent,0,0
42086,0.11290947506396935,760.6021306895566,Excellent,0,0
66951,0.0972839053048593,786.5969038099057,Excellent,0,0
4210,0.4402241344180835,300.0,Very Poor,0,0
3705,0.20242587003414284,611.6822248125532,Poor,0,0
21947,0.07383016561017518,825.6146581437332,Excellent,0,0
71559,0.29125386980215295,463.9075365099002,Very Poor,0,0
52224,0.0728327422104452,827.2739765161587,Excellent,0,0
9226,0.1869530155001829,637.4229401487062,Poor,0,0
78096,0.04683265561919975,850.0,Excellent,0,0
21763,0.36318142758869354,344.2485048978322,Very Poor,0,0
34387,0.12645762311203756,738.0633663347332,Good,0,0
23233,0.09243113806162873,794.6699907717488,Excellent,0,0
35102,0.152503801392185,694.7328186822323,Fair,0,0
61767,0.05040953547905805,850.0,Excellent,0,0
22406,0.10864497735589831,767.6965696189866,Excellent,0,0
30804,0.11680579158000343,754.120199764745,Excellent,0,0
59526,0.1899376568501313,632.4576764217763,Poor,0,0
377,0.22627177121400024,572.0120687429312,Very Poor,0,0
14311,0.10747227064963108,769.6474901445154,Excellent,0,0
3620,0.38581667169849165,306.5924037617523,Very Poor,0,0
31108,0.12444363839382958,741.4138410134018,Good,0,0
5344,0.21848498476835415,584.9662041832194,Very Poor,0,0
50407,0.3472693002885778,370.7199965237594,Very Poor,0,0
21418,0.16356513423589594,676.3311320804818,Fair,0,0
864,0.12710778014441412,736.9817619638351,Good,0,0
22396,0.12430369273781476,741.6466552808728,Good,0,0
52676,0.10867304652608406,767.6498736122551,Excellent,0,0
76731,0.10390385239358699,775.5839279445064,Excellent,0,0
16668,0.2606162617532357,514.8764088428567,Very Poor,0,0
23794,0.37671425820716314,321.73522269267403,Very Poor,0,0
32668,0.1282716929207345,735.0454710625268,Good,0,0
73154,0.2580278810576585,519.1824514363686,Very Poor,0,0
2061,0.14807356877870698,702.1029749986501,Good,0,0
99,0.2232118351004295,577.1025932013217,Very Poor,0,0
52396,0.18977632817157586,632.7260635885489,Poor,0,0
30986,0.14391908843115397,709.0143885171636,Good,0,0
82261,0.07182799655395702,828.9454762301988,Excellent,0,0
30462,0.25468707277031777,524.7402361960171,Very Poor,0,0
31377,0.1851592178287933,640.4071105956364,Poor,0,0
17005,0.12927593069217186,733.3748162685037,Good,0,0
77990,0.08118424389622057,813.3803780821321,Excellent,0,0
32385,0.06115129286549931,846.7072919164935,Excellent,0,0
33775,0.07779396034552093,819.020470128229,Excellent,0,0
33185,0.1901798036204118,632.0548398883054,Poor,0,0
26343,0.20083810541647681,614.323637678838,Poor,0,0
39917,0.18874317915221642,634.4448152738819,Poor,0,0
84327,0.14022142181143668,715.1658445175567,Good,0,0
62731,0.11903652620042038,750.4091389046673,Excellent,0,0
40842,0.15618647942075464,688.6062977742731,Fair,0,0
56539,0.10447053876828293,774.6411857618077,Excellent,0,0
53369,0.1736189651905099,659.6055304746164,Fair,0,0
38090,0.20940573053062367,600.0704952682961,Poor,0,0
51081,0.175712391540804,656.1228963141355,Fair,0,0
17630,0.09389730172791821,792.2308738339312,Excellent,0,0
75252,0.21801596206927673,585.7464726047085,Very Poor,0,0
67576,0.053799153278506415,850.0,Excellent,0,0
67324,0.17413068295880477,658.7542343303129,Fair,0,0
2768,0.48493934871591293,300.0,Very Poor,0,0
70274,0.15199337843195046,695.5819607776095,Fair,0,0
57126,0.07913619540791043,816.7875214128294,Excellent,0,0
41798,0.2671094060976073,504.0743826337829,Very Poor,0,0
75952,0.09713476769956665,786.8450098484733,Excellent,0,0
60269,0.07146652748226358,829.5468179190813,Excellent,0,0
16937,0.07270813081650133,827.4812806313826,Excellent,0,0
76875,0.17406824526516013,658.8581059782254,Fair,0,0
15680,0.08328307948223947,809.8887450910428,Excellent,0,0
12244,0.17208542234429622,662.1567397407244,Fair,0,0
24400,0.14091905686377243,714.0052554839506,Good,0,0
34194,0.49789757533213885,300.0,Very Poor,0,0
48218,0.2756885249833516,489.80211912944543,Very Poor,0,0
31906,0.1341021242863828,725.3459373571761,Good,0,0
77103,0.24572188699617903,539.6547624355896,Very Poor,0,1
28448,0.155462096721672,689.811384321852,Fair,0,0
26986,0.07999461465303406,815.3594510215964,Excellent,0,0
6717,0.23269483165297017,561.3266344564811,Very Poor,0,0
69740,0.1130066296855083,760.440503793166,Excellent,0,0
15651,0.08959211793336094,799.3929983328266,Excellent,0,0
43703,0.15675115645857457,687.6668983340803,Fair,0,0
36436,0.5820607942824654,300.0,Very Poor,0,0
28651,0.34753850863024044,370.27214022978035,Very Poor,0,0
38886,0.06553198537319262,839.4195507586961,Excellent,0,0
84893,0.12275733590757343,744.2191819525348,Good,0,0
37222,0.06481082594561681,840.6192750562695,Excellent,0,0
10121,0.38847999363582986,302.16168855745127,Very Poor,0,0
34162,0.21400956153815362,592.411539827302,Very Poor,0,0
73527,0.07700729042308639,820.3291780006166,Excellent,0,0
60982,0.11445973228526309,758.0231153085514,Excellent,0,0
59004,0.4107845995244607,300.0,Very Poor,0,1
3356,0.05149443408451066,850.0,Excellent,0,0
26,0.07529255699629861,823.1818167893712,Excellent,0,0
78615,0.12168000598989352,746.0114331931352,Good,0,0
23798,0.139767132776482,715.9216019444386,Good,0,0
7723,0.12586914117379458,739.0423677219391,Good,0,0
14518,0.17574862111995335,656.062624611743,Fair,0,0
34059,0.4808627952025749,300.0,Very Poor,0,0
24278,0.20694564329845197,604.1631082380911,Poor,0,0
449,0.1851153028104111,640.4801678317577,Poor,0,0
28452,0.08211129511150937,811.8381312147291,Excellent,0,0
54790,0.14821799185546822,701.8627120724575,Good,0,0
63375,0.4850034377767205,300.0,Very Poor,0,0
40171,0.15190734935890932,695.7250791579268,Fair,0,0
51160,0.22434681770628173,575.2144306709621,Very Poor,0,0
28074,0.2604904113542117,515.0857741729003,Very Poor,0,0
57801,0.3003707398011414,448.74066766319777,Very Poor,0,0
16798,0.11844825836379763,751.3877841113864,Excellent,0,0
12813,0.36038340913019,348.90330188358325,Very Poor,0,0
9311,0.4477224855678736,300.0,Very Poor,0,1
9043,0.07134415143522257,829.7504033004298,Excellent,0,0
31129,0.07633813102886222,821.4423947922197,Excellent,0,0
67505,0.21673481480483797,587.8777953651746,Very Poor,0,0
24434,0.3196000153984612,416.7507521511849,Very Poor,0,0
12444,0.5445700847318061,300.0,Very Poor,0,0
67827,0.20290124831154088,610.8913832203546,Poor,0,0
53120,0.19637291425876968,621.7519511978323,Poor,0,0
9429,0.3117367069367801,429.83218998595885,Very Poor,0,1
33087,0.08075140454614527,814.1004517099246,Excellent,0,0
30745,0.24639606591827648,538.5331951332371,Very Poor,0,0
137,0.0939827892455041,792.088656387878,Excellent,0,0
643,0.15148094281662755,696.4344511356868,Fair,0,0
42119,0.42106472713743903,300.0,Very Poor,0,0
23713,0.14572249939806028,706.0142253455041,Good,0,0
42341,0.1168856619035599,753.9873271097374,Excellent,0,0
49764,0.14784934002755265,702.4760030291907,Good,0,0
83314,0.1502306682405959,698.5144139430037,Fair,0,1
61921,0.07753674578839906,819.4483735044714,Excellent,0,0
29223,0.39646216239814114,300.0,Very Poor,0,1
19408,0.1575532944790432,686.3324576592927,Fair,0,0
5010,0.09169038530760674,795.90231062158,Excellent,0,0
3124,0.12996732097685135,732.2246160604518,Good,0,0
54791,0.16573338852793107,672.7240137956708,Fair,0,0
6629,0.49080840475171766,300.0,Very Poor,0,0
38933,0.18992462911376853,632.4793494267446,Poor,0,0
17777,0.22215039971769873,578.868402217016,Very Poor,0,0
4476,0.1270068734792015,737.1496307781549,Good,0,0
10208,0.1281811218542171,735.1961455250702,Good,0,0
8612,0.3673098433692692,337.38045251849644,Very Poor,0,0
37348,0.14195994024935452,712.2736368697127,Good,0,0
60163,0.2213562050638677,580.1896282688017,Very Poor,0,0
208,0.0947016469499869,790.8927612479296,Excellent,0,0
69640,0.12473144938352504,740.9350372645456,Good,0,0
60519,0.149258827067429,700.131173600088,Good,0,0
64739,0.14183965055002556,712.4737513929575,Good,0,0
6986,0.14760612495172726,702.8806168009121,Good,0,0
59686,0.04290110470343087,850.0,Excellent,0,0
62240,0.3356100201399183,390.11643114236205,Very Poor,0,0
56976,0.059954747129658044,848.6978711664552,Excellent,0,0
80453,0.1099250605731575,765.567017012534,Excellent,0,0
51646,0.30865149231651606,434.9647678898518,Very Poor,0,0
3227,0.11501029145866137,757.1072024156169,Excellent,0,0
30324,0.10303915752542245,777.0224384924602,Excellent,0,0
7045,0.11339632299205653,759.7922081312217,Excellent,0,0
76243,0.2009374172555889,614.1584220249015,Poor,0,0
29913,0.09969928810811549,782.5786613433978,Excellent,0,0
48425,0.19022836594335196,631.9740513739353,Poor,0,0
74018,0.22572141902674533,572.9276372927205,Very Poor,0,0
17836,0.19765080587590111,619.6260445479094,Poor,0,0
17693,0.0506415450124017,850.0,Excellent,0,0
22291,0.4505178591161134,300.0,Very Poor,0,0
60595,0.1553092691571455,690.0656289943757,Fair,0,0
83369,0.12164461157641106,746.0703155099011,Good,0,0
83897,0.1436811306732618,709.4102561894466,Good,0,0
49313,0.18339493139584823,643.3421860041334,Poor,0,0
18890,0.062417381749811034,844.6010203497436,Excellent,0,0
25017,0.12267375055910738,744.3582349408773,Good,0,0
1240,0.32634168427910953,405.53527932640685,Very Poor,0,0
28148,0.12968845022373562,732.6885467886685,Good,0,0
41210,0.20638824945631357,605.0903913188646,Poor,0,0
64751,0.056957486894916,850.0,Excellent,0,0
24192,0.06052658031740118,847.7465667207788,Excellent,0,0
71565,0.1424169542623734,711.5133461561968,Good,0,0
3152,0.3886607497816103,301.8609817626202,Very Poor,0,0
15628,0.18060478078634742,647.9838939983837,Poor,0,0
58063,0.20181830697313854,612.6929696474992,Poor,0,0
81922,0.05159757101513521,850.0,Excellent,0,0
2219,0.052582602442755595,850.0,Excellent,0,0
37198,0.1791741063795053,650.3639708332312,Fair,0,0
14536,0.0831094680209588,810.1775659543238,Excellent,0,0
8207,0.11469412374856558,757.6331805411269,Excellent,0,0
71594,0.2215474985586793,579.8713914893635,Very Poor,0,0
12572,0.1276762666040252,736.0360251512005,Good,0,0
48891,0.05787955973291937,850.0,Excellent,0,0
52285,0.0992075728686813,783.3966811843356,Excellent,0,0
84837,0.16601311905258595,672.25865274738,Fair,0,0
19484,0.22974254785561343,566.2380680030517,Very Poor,0,0
4541,0.04621700847912679,850.0,Excellent,0,0
57088,0.11016044145828043,765.1754362382029,Excellent,0,0
52310,0.07864344962720883,817.6072556671838,Excellent,0,0
65817,0.15937119505668984,683.3081895014085,Fair,0,0
574,0.07988291505818473,815.5452750056498,Excellent,0,0
36630,0.15471878672030379,691.0479584206869,Fair,0,0
31156,0.1071637805104175,770.1606958261224,Excellent,0,0
7949,0.20365468533136719,609.6379617648304,Poor,0,0
14240,0.11175038217563903,762.530403201987,Excellent,0,0
60806,0.2007094656968441,614.5376433360825,Poor,0,0
45823,0.08495235984737025,807.1117222346104,Excellent,0,0
49617,0.3438249265918561,376.45007319733327,Very Poor,0,0
68086,0.09079457996849984,797.3925766988541,Excellent,0,0
74821,0.03899257178653071,850.0,Excellent,0,0
2852,0.17637337554707805,655.0232801373073,Fair,0,0
57744,0.10103600540073474,780.3548920163672,Excellent,0,0
62481,0.17343669414674304,659.9087574610351,Fair,0,0
6056,0.4484603784407602,300.0,Very Poor,0,0
65911,0.11963225088900661,749.4180884431019,Good,0,0
39943,0.11909108454234474,750.3183753842319,Excellent,0,0
70490,0.09732533718981552,786.5279775265132,Excellent,0,0
78016,0.2273715358647307,570.1824949723589,Very Poor,0,0
75727,0.05497260493674511,850.0,Excellent,0,0
31822,0.4412990961541876,300.0,Very Poor,0,0
37479,0.14651346577155994,704.6983698764284,Good,0,0
29188,0.15800240474463126,685.5853156580755,Fair,0,0
64947,0.1864974046569665,638.1808965421795,Poor,0,0
36151,0.1332313994081081,726.794479458996,Good,0,0
6247,0.1592173084570697,683.5641959898154,Fair,0,0
4290,0.37279560712682974,328.2543095062405,Very Poor,0,0
292,0.08503735918564688,806.9703169260076,Excellent,0,0
60035,0.1106960403520165,764.2844113385789,Excellent,0,0
52165,0.1458946435101213,705.7278455714533,Good,0,0
64605,0.1660442336360502,672.2068903764485,Fair,0,0
75899,0.0582682387775373,850.0,Excellent,0,0
48676,0.15841122676288116,684.9051973792003,Fair,0,0
9590,0.08145798474431186,812.9249814886251,Excellent,0,0
23294,0.11575424418567065,755.8695590753096,Excellent,0,0
10193,0.4514330446350212,300.0,Very Poor,0,0
56842,0.31190762069137734,429.54785704051136,Very Poor,0,0
18992,0.1271198363892825,736.9617051367966,Good,0,0
7272,0.11478502807041306,757.481951673411,Excellent,0,0
43865,0.11255448452771223,761.1926946556798,Excellent,0,0
80824,0.2946243099177126,458.30045609808894,Very Poor,0,0
77913,0.17746198853398484,653.21225832839,Fair,0,0
66296,0.13310391158364232,727.0065688178921,Good,0,0
60528,0.30864578858107306,434.97425665161,Very Poor,0,0
48807,0.19715948652390444,620.4434057885991,Poor,0,0
47357,0.21871497340385623,584.5835939813321,Very Poor,0,0
67366,0.11852263866935932,751.2640446767606,Excellent,0,0
83162,0.20645448139084485,604.980207553536,Poor,0,0
9890,0.18644069807939542,638.275233877785,Poor,0,0
28779,0.4989447926793369,300.0,Very Poor,0,0
81765,0.13821993082045947,718.4955345714213,Good,0,0
74107,0.15397713196853352,692.2817788383172,Fair,0,0
46178,0.14153431433041447,712.9817101987212,Good,0,0
3768,0.4122318567731595,300.0,Very Poor,0,0
13237,0.35234200659740716,362.28101787292945,Very Poor,0,0
18293,0.19002569835134375,632.3112101562593,Poor,0,0
21157,0.4940939249690772,300.0,Very Poor,0,0
8776,0.05811261539131422,850.0,Excellent,0,0
40631,0.08388293592529016,808.8908210228474,Excellent,0,0
12426,0.117592798912425,752.8109305754778,Excellent,0,0
74408,0.23086574075040042,564.3695188928118,Very Poor,0,1
669,0.07917036287447853,816.7306802508604,Excellent,0,0
7021,0.10300505854280938,777.0791657241916,Excellent,0,0
30777,0.11168297278825368,762.6425457835554,Excellent,0,0
41972,0.13666351597488519,721.0847938058412,Good,0,0
23917,0.14145127772019275,713.1198503034773,Good,0,0
23976,0.06552222959134263,839.4357805243758,Excellent,0,0
29915,0.2370835075591051,554.0256120785798,Very Poor,0,0
57690,0.24252533111852748,544.9725681916086,Very Poor,0,0
600,0.13173042347259475,729.2915102555867,Good,0,0
76661,0.09234155663719072,794.8190188609617,Excellent,0,0
29586,0.10611081311702808,771.9124174539577,Excellent,0,0
46283,0.07640774103542247,821.3265912499915,Excellent,0,0
9872,0.23646773318270628,555.0500172973707,Very Poor,0,0
14144,0.16782450868912496,669.2452162224859,Fair,0,0
63210,0.15575925072170574,689.3170374959913,Fair,0,0
57361,0.19768727886436627,619.5653679086066,Poor,0,0
50113,0.10596828061417575,772.1495352122885,Excellent,0,0
14135,0.07051703819528225,831.1263928706373,Excellent,0,0
71065,0.1705096564736078,664.7781914337389,Fair,0,0
34614,0.15586589938945972,689.1396162585842,Fair,0,0
21750,0.12295894422468275,743.883785385035,Good,0,0
47175,0.13382341016590119,725.8096075105882,Good,0,0
23518,0.08859041304035577,801.0594394180888,Excellent,0,0
41704,0.18931396588096114,633.495251722436,Poor,0,0
77286,0.2507540661177738,531.2832050086645,Very Poor,0,0
16975,0.17820050011549726,651.9836669039414,Fair,0,0
24296,0.14327573201913418,710.0846793432775,Good,0,0
4041,0.17590995330731887,655.794231607697,Fair,0,0
32935,0.08443044480872217,807.9799826069942,Excellent,0,0
15784,0.2159154943425488,589.2408208329434,Very Poor,0,0
5894,0.06066176620180433,847.521670832289,Excellent,0,0
82893,0.07906184040521033,816.9112187534928,Excellent,0,0
5458,0.1326936857397392,727.6890225078862,Good,0,0
56645,0.17047673691368892,664.832956572195,Fair,0,0
80780,0.1972092180199425,620.3606722322313,Poor,0,0
84801,0.0774122789791969,819.6554370878225,Excellent,0,0
19755,0.11136507222548893,763.1714066911127,Excellent,0,0
