Customer_ID,Credit_Score,Category,Default_Probability,Predicted_Default,Actual_Default
16709,843.2939262046505,Excellent,0.004414562593697216,0,0
10730,829.8021240935019,Excellent,0.0066644197498050796,0,0
69681,780.8884003752199,Excellent,0.014821142657008408,0,0
17372,644.1931269278009,Poor,0.037616084106502835,0,0
23473,823.7413918730496,Excellent,0.0076750913891534345,0,0
80276,822.3842669017803,Excellent,0.007901401951907687,0,0
22131,811.8223565525848,Excellent,0.009662678124322893,0,0
71905,800.5238859733853,Excellent,0.011546781128226364,0,0
33579,600.0346083665765,Poor,0.04497984160677014,0,0
60111,839.6578607397072,Excellent,0.005020903232181644,0,0
41450,825.8514145348549,Excellent,0.007323229603299812,0,0
77235,832.9361868179684,Excellent,0.006141791757618232,0,0
70069,811.99805634861,Excellent,0.009633378892081153,0,0
61472,484.265728450221,Very Poor,0.06428515314251955,0,0
9332,818.6974015217835,Excellent,0.008516213849566476,0,0
67716,834.9354314265672,Excellent,0.0058084030262678535,0,0
16410,832.5666885121681,Excellent,0.00620340831563073,0,0
32214,582.7260670275415,Very Poor,0.047866168079142464,0,0
9034,822.0995880786104,Excellent,0.00794887423783543,0,0
8175,548.2914334949969,Very Poor,0.053608396288013824,0,0
78361,826.3110501037594,Excellent,0.007246581994227127,0,0
53363,837.7178987740908,Excellent,0.005344406147134146,0,0
23897,827.9076042245463,Excellent,0.006980344861175954,0,0
6064,825.627628892046,Excellent,0.007360547503885669,0,0
61611,812.9602020675637,Excellent,0.009472934022435625,0,0
59772,839.869120043128,Excellent,0.004985674190747442,0,0
74538,806.5438777440032,Excellent,0.010542903258297962,0,0
66175,834.9735335997359,Excellent,0.005802049208871143,0,0
8569,839.1365472671415,Excellent,0.005107836084973645,0,0
73219,840.7646762489006,Excellent,0.004836333611805103,0,0
81923,844.1617485482855,Excellent,0.004269846840088279,0,0
6515,844.7977054626596,Excellent,0.00416379635083611,0,0
75459,817.4956635265142,Excellent,0.008716612492101334,0,0
8796,830.0544748914692,Excellent,0.006622338399665267,0,0
29876,831.8934482791911,Excellent,0.006315676072262824,0,0
71234,738.0032566058308,Good,0.02197255555243968,0,0
61200,819.3734379337346,Excellent,0.008403479809540716,0,0
29697,300.0,Very Poor,0.10749796092865259,0,1
79089,816.6078689828228,Excellent,0.008864658756849577,0,0
11785,841.4819381199737,Excellent,0.004716724923496259,0,0
74537,768.9895815640828,Excellent,0.016805358140672116,0,0
4697,832.3045148687524,Excellent,0.006247127697439182,0,0
78266,846.2451617579942,Excellent,0.00392242237593018,0,0
12551,831.0163995027261,Excellent,0.0064619304013531385,0,0
69607,842.9938704091983,Excellent,0.004464599102761632,0,0
7978,300.0,Very Poor,0.21170308198567273,0,0
15842,825.0126371471652,Excellent,0.00746310189704742,0,0
50940,824.1733101833111,Excellent,0.007603065836659399,0,0
78170,807.3973938481806,Excellent,0.010400573175258122,0,0
6980,836.4055201417342,Excellent,0.005563254929024514,0,0
3837,300.0,Very Poor,0.48065615674684203,0,1
44340,850.0,Excellent,0.003067929175525565,0,0
26657,827.2368951458008,Excellent,0.007092190529237982,0,0
64553,842.246777787365,Excellent,0.004589182287992183,0,0
49897,825.9722288388334,Excellent,0.007303082930221814,0,0
8554,300.0,Very Poor,0.2799668833946518,0,0
72772,842.2728568449115,Excellent,0.004584833413485839,0,0
60064,819.4987535091585,Excellent,0.008382582516368437,0,0
12982,807.8252451233709,Excellent,0.010329225830751696,0,0
82326,848.4011478008567,Excellent,0.003562895858490772,0,0
2742,827.5328555254825,Excellent,0.007042836960851353,0,0
11449,833.1480649409159,Excellent,0.006106459523480128,0,0
48351,807.5024258425055,Excellent,0.01038305831830236,0,0
78977,840.9304648369146,Excellent,0.004808687146338796,0,0
29121,300.0,Very Poor,0.18263825411903922,0,1
31699,842.9467640724623,Excellent,0.004472454430606667,0,0
82074,758.2362129986391,Excellent,0.018598561377713173,0,0
85007,814.081445021216,Excellent,0.00928595851966527,0,0
37431,668.6393210051816,Fair,0.03353950158390947,0,0
83996,837.7514908898469,Excellent,0.005338804414956357,0,0
35779,799.5452021362552,Excellent,0.011709983850619903,0,0
18959,756.352886381983,Excellent,0.01891261993200153,0,0
43514,300.0,Very Poor,0.27151496271104547,0,0
70066,844.8237468311752,Excellent,0.00415945376125267,0,0
16467,837.4836569712484,Excellent,0.005383467689250115,0,0
61274,822.708994017126,Excellent,0.00784725131893634,0,0
45901,841.7788340723266,Excellent,0.004667215341491002,0,0
9502,809.5686549585754,Excellent,0.010038499428048058,0,0
79425,841.6546572150044,Excellent,0.004687922745051168,0,0
3455,689.9973959383194,Fair,0.029977885623851685,0,0
5565,833.3439328314823,Excellent,0.006073797113254096,0,0
2205,845.0232942306382,Excellent,0.004126177765876667,0,0
37204,815.9479751480857,Excellent,0.0089747009034897,0,0
54740,835.7325691385661,Excellent,0.005675474454460392,0,0
82411,300.0,Very Poor,0.182634831891824,0,0
60713,823.8777446918893,Excellent,0.007652353554526534,0,0
16485,844.9754614735256,Excellent,0.004134154229658124,0,0
71873,823.3095159598472,Excellent,0.007747109871626298,0,0
56870,840.9640693591366,Excellent,0.004803083345291604,0,0
26429,829.8910949322009,Excellent,0.006649583208586733,0,0
48125,813.801927961553,Excellent,0.009332570043593384,0,0
76155,845.58369963386,Excellent,0.004032726046352978,0,0
29756,797.5154493213644,Excellent,0.012048460049580646,0,0
3628,840.7925364947176,Excellent,0.004831687711064342,0,0
49047,823.3095159598472,Excellent,0.007747109871626298,0,0
11167,821.2135980307997,Excellent,0.008096619589633924,0,0
40146,559.688622379698,Very Poor,0.0517078312811665,0,0
59127,825.9755800084912,Excellent,0.007302524098052948,0,0
50,840.8720066783352,Excellent,0.004818435473903133,0,0
13582,768.559299040028,Excellent,0.016877110913794454,0,0
19236,850.0,Excellent,0.0027758467899806,0,0
83482,669.5383281463161,Fair,0.033389585536133894,0,0
62628,715.6563657730638,Good,0.025699063830775363,0,0
65830,773.9590006745625,Excellent,0.015976670982699847,0,0
9599,822.4322924994248,Excellent,0.007893393330550308,0,0
10541,785.112446012838,Excellent,0.014116752003541283,0,0
78780,844.3903291176,Excellent,0.0042317293502687064,0,0
13809,300.0,Very Poor,0.15723374943570717,0,0
84694,825.6106483632171,Excellent,0.007363379131861333,0,0
55873,747.7358047648231,Good,0.020349581620396937,0,0
26447,800.9462768999115,Excellent,0.011476344336988905,0,0
77066,850.0,Excellent,0.0030832400965459792,0,0
29877,814.5889980832144,Excellent,0.009201320316463497,0,0
35466,709.962448214061,Good,0.02664856642952938,0,0
13834,841.6535933890036,Excellent,0.004688100145855056,0,1
55021,776.0082522264603,Excellent,0.015634943226042888,0,0
59989,835.8330659623508,Excellent,0.005658715870522113,0,0
67410,818.9050157379196,Excellent,0.008481592653225505,0,0
4924,767.5009756666323,Excellent,0.017053594114147884,0,0
282,814.8206310900719,Excellent,0.00916269381025063,0,0
62242,836.7748063885869,Excellent,0.005501673733400021,0,0
19082,846.6673211906583,Excellent,0.0038520241879955366,0,0
51749,840.7578439638277,Excellent,0.004837472945552915,0,0
41650,845.4603085749176,Excellent,0.00405330241225831,0,0
76429,790.5135885323142,Excellent,0.013216071794293262,0,0
11113,832.4914251443215,Excellent,0.006215959035345353,0,0
59142,785.9754762468078,Excellent,0.013972835369437222,0,0
47847,796.3491308393941,Excellent,0.012242952227967507,0,0
39798,762.5647357700567,Excellent,0.01787674839436067,0,0
63422,844.4201204443792,Excellent,0.004226761427585579,0,0
46858,841.2831834559298,Excellent,0.004749868724415142,0,0
9181,829.2079569893818,Excellent,0.006763501481075347,0,0
47181,813.7744995910771,Excellent,0.009337143925947075,0,0
26976,300.0,Very Poor,0.1807306699718085,0,0
61892,827.2957027547044,Excellent,0.007082383928263887,0,0
64863,449.34425439577467,Very Poor,0.07010856558631076,0,0
77148,848.4389053695287,Excellent,0.0035565995064264612,0,0
31324,312.940202634853,Very Poor,0.09285494367933272,0,1
44413,850.0,Excellent,0.0029264336702213827,0,0
49687,842.4500289544377,Excellent,0.004555288662147492,0,0
44192,797.6271582215973,Excellent,0.01202983176949475,0,0
81055,818.5924594835371,Excellent,0.008533713705685035,0,0
27597,847.722167346318,Excellent,0.003676120839254391,0,0
14167,300.0,Very Poor,0.35341734606746483,0,0
49736,834.1327562556394,Excellent,0.005942255010047686,0,0
78570,828.9439022926151,Excellent,0.00680753454235436,0,0
53377,823.405565473287,Excellent,0.007731092909372255,0,0
20657,825.5658896941859,Excellent,0.007370842968863103,0,0
22773,805.6629329533729,Excellent,0.010689807276382976,0,0
41263,832.3861275398981,Excellent,0.006233518184737073,0,0
12254,843.3970772288745,Excellent,0.00439736140232942,0,0
6919,843.8585559339124,Excellent,0.004320406436760901,0,0
5694,834.4507650456272,Excellent,0.005889224707204139,0,0
65451,814.4675012360286,Excellent,0.009221580808637449,0,0
28432,787.5130581009751,Excellent,0.013716432295244399,0,0
78626,715.427348962499,Good,0.025737254067029456,0,0
8619,776.4396720170173,Excellent,0.015563000805373305,0,0
39904,798.974464025134,Excellent,0.011805158625123019,0,0
17652,847.6272896546785,Excellent,0.003691942391611264,0,0
43597,300.0,Very Poor,0.1845035566143838,0,0
72817,823.543402827615,Excellent,0.007708107517542535,0,0
45322,850.0,Excellent,0.0030433682445534876,0,0
33396,830.4725064481169,Excellent,0.00655262856539298,0,0
19762,424.9174487275768,Very Poor,0.07418191494918343,0,0
6097,300.0,Very Poor,0.09506440979379674,0,1
11583,816.072631321109,Excellent,0.008953913570513783,0,0
15388,844.525081828969,Excellent,0.004209258345322078,0,0
26636,329.2032089781334,Very Poor,0.09014296785135772,0,0
77845,850.0,Excellent,0.0030556410447055145,0,0
12887,814.7906598437329,Excellent,0.009167691735842618,0,0
161,840.2412398627959,Excellent,0.004923620476031493,0,0
14607,791.6797554592921,Excellent,0.0130216048888152,0,0
23234,848.1665729845553,Excellent,0.003602012933048406,0,0
83612,610.3844810397222,Poor,0.043253924275145454,0,0
27350,300.0,Very Poor,0.35879407417574893,0,1
30211,561.3435614416818,Very Poor,0.0514318580300876,0,0
27343,826.7951844781479,Excellent,0.007165849029293115,0,0
81270,794.0634659375772,Excellent,0.01262410364817459,0,0
