raceId,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,date
590,16.4,,,0.0,,282,11.0,,1019.3,,1996-06-30
580,15.6,,,10.0,,116,8.4,,1017.3,,1995-10-29
581,18.7,,,0.0,,64,18.8,,1023.7,,1995-11-12
582,17.6,,,0.0,,118,5.0,,1021.2,,1996-03-10
596,16.8,,,0.0,,338,18.5,,1016.1,,1996-09-22
597,18.7,,,0.7,,324,4.3,,1018.7,,1996-10-13
598,15.7,,,0.0,,171,18.6,,1019.9,,1997-03-09
599,17.2,,,0.1,,132,8.0,,1020.1,,1997-03-30
600,22.7,,,0.0,,312,12.5,,1007.0,,1997-04-13
601,13.5,,,8.6,,175,12.7,,1010.5,,1997-04-27
602,15.1,,,5.0,,61,11.8,,1019.7,,1997-05-11
603,19.1,,,0.9,,53,19.7,,1015.7,,1997-05-25
604,17.4,,,0.0,,257,13.6,,1012.2,,1997-06-15
605,15.7,,,15.8,,166,11.3,,1002.4,,1997-06-29
606,17.2,,,1.0,,204,14.6,,1015.1,,1997-07-13
612,13.6,,,0.0,,44,3.6,,1015.9,,1997-09-28
613,15.2,,,0.0,,312,13.4,,1013.1,,1997-10-12
614,20.2,,,0.8,,160,11.8,,1017.5,,1997-10-26
624,19.2,,,5.2,,132,4.3,,1016.9,,1998-07-26
623,15.9,,,1.5,,235,27.0,,1001.0,,1998-07-12
626,23.1,,,0.0,,113,5.3,,1018.6,,1998-08-16
625,17.3,,,5.1,,320,6.3,,1018.5,,1998-08-02
631,16.6,,,1.4,,194,13.5,,1020.9,,1999-03-07
633,17.5,,,0.0,,91,7.4,,1016.7,,1999-05-02
634,18.2,,,2.2,,123,5.3,,1010.2,,1999-05-16
635,21.1,,,0.0,,70,10.7,,1016.1,,1999-05-30
637,17.1,,,7.7,,225,12.1,,1009.5,,1999-06-27
641,18.0,,,0.4,,212,10.0,,1010.2,,1999-08-15
617,17.9,,,13.5,,118,19.2,,1013.5,,1998-04-12
616,22.0,,,8.2,,145,7.1,,1016.7,,1998-03-29
618,18.1,,,0.0,,148,6.6,,1013.1,,1998-04-26
619,16.4,,,0.0,,82,6.1,,1019.5,,1998-05-10
620,17.0,,,1.4,,96,6.0,,1009.3,,1998-05-24
643,20.7,,,0.0,,38,3.6,,1016.8,,1999-09-12
644,13.1,,,4.6,,224,14.2,,1007.5,,1999-09-26
621,12.1,,,0.2,,272,10.1,,1012.0,,1998-06-07
645,25.7,,,3.2,,279,3.5,,1009.4,,1999-10-17
647,22.2,,,0.0,,154,8.6,,1014.4,,2000-03-12
648,21.0,,,0.8,,127,8.3,,1015.7,,2000-03-26
646,15.0,,,0.0,,23,6.7,,1021.9,,1999-10-31
649,11.5,,,0.4,,145,7.0,,1014.4,,2000-04-09
650,8.6,,,0.8,,207,8.6,,1009.8,,2000-04-23
651,17.1,,,1.7,,66,9.4,,1012.5,,2000-05-07
622,17.7,,,0.0,,282,11.8,,1019.8,,1998-06-28
652,7.8,,,5.3,,200,11.8,,1009.5,,2000-05-21
654,14.2,,,1.9,,346,5.7,,1020.7,,2000-06-18
653,22.1,,,0.0,,110,4.9,,1019.0,,2000-06-04
656,11.8,,,0.0,,328,9.3,,1009.1,,2000-07-16
655,22.1,,,0.4,,232,10.0,,1010.0,,2000-07-02
657,16.8,,,4.4,,255,8.5,,1021.8,,2000-07-30
658,24.2,,,0.2,,338,6.5,,1015.8,,2000-08-13
659,15.5,,,5.5,,260,8.8,,1015.0,,2000-08-27
660,19.0,,,0.0,,59,4.4,,1021.0,,2000-09-10
661,14.5,,,10.5,,26,13.9,,1014.9,,2000-09-24
663,26.4,,,0.1,,299,8.0,,1008.6,,2000-10-22
664,20.3,,,0.0,,194,14.7,,1018.2,,2001-03-04
662,19.0,,,4.2,,107,11.4,,1018.8,,2000-10-08
665,26.3,,,1.6,,325,9.4,,1009.1,,2001-03-18
666,21.6,,,9.3,,25,4.7,,1015.5,,2001-04-01
667,7.0,,,0.0,,222,11.7,,1015.5,,2001-04-15
668,13.9,,,0.0,,214,11.0,,1012.3,,2001-04-29
669,12.4,,,0.0,,105,5.7,,1016.0,,2001-05-13
670,21.9,,,0.0,,257,5.7,,1022.0,,2001-05-27
672,15.5,,,0.0,,13,5.3,,1021.4,,2001-06-24
671,19.4,,,0.1,,251,12.0,,1008.4,,2001-06-10
674,12.6,,,0.1,,279,8.5,,1014.6,,2001-07-15
673,19.7,,,0.0,,359,10.5,,1026.6,,2001-07-01
675,24.3,,,0.0,,348,9.9,,1020.4,,2001-07-29
676,24.2,,,0.2,,105,6.8,,1012.0,,2001-08-19
680,17.6,,,0.0,,328,9.8,,1016.9,,2001-10-14
682,26.5,,,8.8,,183,4.9,,1009.6,,2002-03-17
681,16.5,,,1.0,,190,14.3,,1019.4,,2002-03-03
683,23.2,,,0.0,,321,8.3,,1014.8,,2002-03-31
685,15.2,,,0.0,,226,12.0,,1013.6,,2002-04-28
684,12.1,,,1.1,,229,6.8,,1004.2,,2002-04-14
686,13.0,,,7.4,,167,5.4,,1011.4,,2002-05-12
689,15.9,,,0.0,,315,8.2,,1020.0,,2002-06-23
678,14.7,,,0.0,,1,6.9,,1009.0,,2001-09-16
687,18.4,,,0.2,,207,6.8,,1008.0,,2002-05-26
690,14.8,,,0.4,,219,15.5,,1013.6,,2002-07-07
691,19.9,,,0.0,,321,9.2,,1015.9,,2002-07-21
692,22.1,,,0.0,,79,8.9,,1018.4,,2002-07-28
693,22.2,,,0.0,,44,9.8,,1013.9,,2002-08-18
696,19.5,,,0.0,,159,9.3,,1020.0,,2002-09-29
695,16.5,,,0.0,,294,5.8,,1011.8,,2002-09-15
697,18.6,,,0.0,,318,10.8,,1012.6,,2002-10-13
694,13.1,,,0.0,,28,14.5,,1028.1,,2002-09-01
698,16.2,,,1.1,,181,18.5,,1020.0,,2003-03-09
688,18.7,,,0.1,,285,16.7,,1015.9,,2002-06-09
699,27.2,,,1.9,,100,6.9,,1010.3,,2003-03-23
700,19.5,,,14.6,,165,6.2,,1013.4,,2003-04-06
701,12.8,,,0.0,,92,7.5,,1015.2,,2003-04-20
702,17.4,,,0.0,,72,9.8,,1018.6,,2003-05-04
704,20.1,,,1.1,,120,4.2,,1012.9,,2003-06-01
703,13.4,,,2.7,,313,3.8,,1017.1,,2003-05-18
705,15.6,,,0.2,,341,13.3,,1016.2,,2003-06-15
706,17.6,,,0.0,,5,4.0,,1010.2,,2003-06-29
707,18.2,,,0.0,,24,6.1,,1019.6,,2003-07-06
708,18.0,,,0.0,,201,17.1,,1013.0,,2003-07-20
709,28.4,,,0.0,,8,3.5,,1019.2,,2003-08-03
711,17.1,,,0.5,,57,5.7,,1023.4,,2003-09-14
710,23.5,,,0.0,,310,13.0,,1012.8,,2003-08-24
716,25.1,,,0.0,,120,23.1,,1009.7,,2004-04-04
713,20.5,,,12.9,,87,6.2,,1014.1,,2003-10-12
715,26.6,,,5.1,,320,7.0,,1008.0,,2004-03-21
714,16.0,,,0.0,,184,16.9,,1008.3,,2004-03-07
717,12.0,,,4.1,,55,10.5,,1017.0,,2004-04-25
718,12.3,,,0.0,,191,7.0,,1012.4,,2004-05-09
719,16.4,,,2.4,,123,6.5,,1014.0,,2004-05-23
629,13.1,,,0.8,,185,15.7,,1002.1,,1998-09-27
721,18.6,,,0.0,,175,11.5,,1017.5,,2004-06-13
720,13.3,,,1.6,,175,10.2,,1020.7,,2004-05-30
630,16.2,,,0.0,,323,6.8,,1017.1,,1998-11-01
722,17.5,,,0.0,,8,5.7,,1019.9,,2004-06-20
724,13.1,,,0.5,,299,13.2,,1012.7,,2004-07-11
723,19.0,,,0.0,,238,7.9,,1017.3,,2004-07-04
725,20.2,,,0.0,,298,8.0,,1018.8,,2004-07-25
726,19.6,,,0.0,,336,11.8,,1015.9,,2004-08-15
728,19.5,,,4.2,,105,6.2,,1018.7,,2004-09-12
727,15.0,,,0.2,,228,14.6,,1013.8,,2004-08-29
729,22.6,,,0.9,,26,12.0,,1016.3,,2004-09-26
632,18.6,,,0.0,,111,9.6,,1021.5,,1999-04-11
730,21.5,,,4.0,,137,13.7,,1008.3,,2004-10-10
731,21.7,,,6.8,,325,15.3,,1010.4,,2004-10-24
732,14.9,,,0.0,,244,13.9,,1022.4,,2005-03-06
735,13.7,,,2.2,,97,7.6,,1017.0,,2005-04-24
733,28.1,,,0.1,,251,6.6,,1009.3,,2005-03-20
734,26.8,,,0.0,,157,24.9,,1009.1,,2005-04-03
736,16.3,,,0.0,,163,8.0,,1013.2,,2005-05-08
737,18.6,,,0.1,,81,5.4,,1014.9,,2005-05-22
738,16.8,,,0.0,,14,10.3,,1018.2,,2005-05-29
739,25.6,,,0.5,,231,10.7,,1012.0,,2005-06-12
741,22.6,,,0.0,,115,7.7,,1016.5,,2005-07-03
740,19.2,,,0.0,,53,9.5,,1020.4,,2005-06-19
742,19.2,,,0.0,,31,11.1,,1029.2,,2005-07-10
743,18.8,,,2.2,,203,7.6,,1009.2,,2005-07-24
636,24.9,,,0.0,,181,12.0,,1019.5,,1999-06-13
744,28.0,,,1.5,,122,7.0,,1009.3,,2005-07-31
746,20.5,,,2.2,,67,7.7,,1022.2,,2005-09-04
748,19.1,,,22.2,,348,10.8,,1012.7,,2005-09-25
747,16.3,,,6.3,,330,7.7,,1010.9,,2005-09-11
745,22.8,,,0.5,,12,8.8,,1012.4,,2005-08-21
749,20.8,,,1.2,,297,10.3,,1018.5,,2005-10-09
751,19.0,,,0.0,,333,29.4,,1015.2,,2006-03-12
638,17.7,,,0.0,,29,18.9,,1022.9,,1999-07-11
764,27.0,,,0.0,,94,7.1,,1007.6,,2006-08-27
761,27.2,,,0.0,,52,8.1,,1020.3,,2006-07-16
762,25.2,,,0.1,,241,6.7,,1012.4,,2006-07-30
763,16.5,,,2.8,,238,11.2,,1008.7,,2006-08-06
767,17.5,,,0.0,,317,29.4,,1008.3,,2006-10-08
768,15.2,,,0.5,,124,9.5,,1019.6,,2006-10-22
769,16.0,,,0.0,,172,10.5,,1020.7,,2007-03-18
765,20.1,,,0.0,,96,6.0,,1024.3,,2006-09-10
770,26.1,,,3.6,,87,4.0,,1010.2,,2007-04-08
771,24.1,,,0.0,,0,25.4,,1014.5,,2007-04-15
774,19.6,,,0.4,,11,5.6,,1016.7,,2007-06-10
775,27.9,,,0.0,,234,7.2,,1015.7,,2007-06-17
773,18.2,,,3.3,,225,7.4,,1003.2,,2007-05-27
776,18.5,,,4.2,,224,6.8,,1011.8,,2007-07-01
777,13.2,,,0.0,,251,9.3,,1016.9,,2007-07-08
780,27.1,,,0.0,,21,11.5,,1013.9,,2007-08-26
779,20.7,,,0.0,,38,13.5,,1017.3,,2007-08-05
781,19.1,,,0.0,,253,5.4,,1013.4,,2007-09-09
782,14.0,,,0.0,,202,13.7,,1017.7,,2007-09-16
783,14.0,,,23.4,,33,7.2,,1019.4,,2007-09-30
785,24.5,,,2.0,,328,10.2,,1012.3,,2007-10-21
784,25.6,,,35.6,,62,21.4,,1006.2,,2007-10-07
794,14.2,,,11.8,,193,23.6,,1001.1,,2008-07-06
797,25.6,,,0.0,,148,9.2,,1013.6,,2008-08-24
798,13.1,,,2.1,,205,23.5,,1008.9,,2008-09-07
801,14.0,,,0.0,,103,4.5,,1016.4,,2008-10-12
802,22.3,,,0.9,,89,6.4,,1017.9,,2008-10-19
805,25.4,,,20.3,,349,5.0,,1009.5,,2009-04-05
803,21.2,,,8.8,,334,10.5,,1014.3,,2008-11-02
804,17.0,,,0.0,,195,9.4,,1022.2,,2009-03-29
806,18.4,,,24.0,,150,26.4,,1007.1,,2009-04-19
807,28.5,,,0.0,,144,22.1,,1007.6,,2009-04-26
808,17.8,,,0.3,,86,8.4,,1016.2,,2009-05-10
809,22.9,,,0.0,,30,4.3,,1019.8,,2009-05-24
810,23.2,,,0.0,,100,7.3,,1013.1,,2009-06-07
772,18.9,,,0.0,,222,11.2,,1011.5,,2007-05-13
811,13.3,,,0.0,,315,12.7,,1025.1,,2009-06-21
812,14.3,,,1.5,,213,13.9,,1012.6,,2009-07-12
813,19.7,,,0.0,,308,15.5,,1020.4,,2009-07-26
814,27.0,,,0.0,,124,8.7,,1014.7,,2009-08-23
815,12.8,,,0.0,,239,11.6,,1021.8,,2009-08-30
817,27.9,,,1.2,,200,9.4,,1008.5,,2009-09-27
816,20.1,,,0.3,,326,3.9,,1013.4,,2009-09-13
818,19.7,,,0.0,,326,7.7,,1015.3,,2009-10-04
819,19.3,,,24.5,,161,5.6,,1013.1,,2009-10-18
820,28.3,,,0.0,,30,10.8,,1012.9,,2009-11-01
821,23.0,,,0.0,,175,12.5,,1013.6,,2010-03-14
823,26.6,,,3.2,,120,8.7,,1010.5,,2010-04-04
822,20.8,,,4.3,,1,15.2,,1012.1,,2010-03-28
778,14.3,,,0.1,,235,13.5,,1013.3,,2007-07-22
824,15.8,,,3.1,,149,19.7,,1018.0,,2010-04-18
825,14.7,,,0.5,,217,10.3,,1007.8,,2010-05-09
830,19.1,,,0.1,,234,14.5,,1014.2,,2010-07-11
832,22.5,,,0.2,,300,9.1,,1015.4,,2010-08-01
833,11.0,,,10.0,,252,21.9,,1014.9,,2010-08-29
835,27.0,,,23.0,,189,5.5,,1009.9,,2010-09-26
836,21.0,,,11.0,,316,14.4,,1008.4,,2010-10-10
837,17.7,,,27.8,,33,13.0,,1013.1,,2010-10-24
793,22.7,,,0.5,,193,7.9,,1016.5,,2008-06-22
800,28.1,,,0.4,,171,10.5,,1010.2,,2008-09-28
841,25.0,,,31.2,,211,4.3,,1011.9,,2011-04-10
842,14.1,,,0.0,,136,6.2,,1011.2,,2011-04-17
843,11.0,,,0.0,,31,7.9,,1016.9,,2011-05-08
844,20.0,,,0.0,,225,8.2,,1019.9,,2011-05-22
826,15.8,,,1.4,,332,6.2,,1007.9,,2010-05-16
848,15.5,,,0.6,,262,6.8,,1017.5,,2011-07-10
849,9.4,,,6.5,,246,14.1,,1010.6,,2011-07-24
850,16.0,,,1.9,,291,16.9,,1010.4,,2011-07-31
851,12.2,,,0.5,,230,19.2,,1018.3,,2011-08-28
839,26.7,,,0.4,,2,12.6,,1012.8,,2010-11-14
853,27.3,,,0.6,,185,8.2,,1010.4,,2011-09-25
855,17.7,,,0.1,,279,18.6,,1013.3,,2011-10-16
856,22.4,,,0.0,,294,5.6,,1011.0,,2011-10-30
861,15.4,,,0.0,,129,8.5,,1012.0,,2012-04-15
866,25.9,,,0.0,,90,8.9,,1019.9,,2012-06-24
845,19.1,,,0.0,,99,5.0,,1017.4,,2011-05-29
871,21.3,,,0.0,,82,4.4,,1017.2,,2012-09-09
870,13.3,,,0.0,,229,6.0,,1025.3,,2012-09-02
872,26.8,,,6.5,,204,6.0,,1009.6,,2012-09-23
874,18.2,,,0.0,,6,12.5,,1018.2,,2012-10-14
873,20.3,,,0.0,,325,11.3,,1015.7,,2012-10-07
877,14.5,,,0.0,,162,9.6,,1024.1,,2012-11-18
875,21.1,,,0.0,,332,6.7,,1014.6,,2012-10-28
876,27.9,,,0.0,,9,12.3,,1013.0,,2012-11-04
847,26.0,,,0.0,,115,8.8,,1020.3,,2011-06-26
878,18.1,,,16.2,,164,14.2,,1015.5,,2012-11-25
880,26.2,,,6.3,,159,4.7,,1009.6,,2013-03-24
881,17.7,,,0.0,,253,15.3,,1011.2,,2013-04-14
882,25.4,,,0.0,,338,22.1,,1004.1,,2013-04-21
883,14.9,,,2.3,,134,9.6,,1020.9,,2013-05-12
884,13.7,,,0.0,,147,6.8,,1011.4,,2013-05-26
885,18.0,,,0.3,,272,13.2,,1018.2,,2013-06-09
852,22.7,,,0.1,,240,3.7,,1015.4,,2011-09-11
886,16.5,,,0.0,,251,18.2,,1021.1,,2013-06-30
887,17.9,,,0.0,,44,11.7,,1029.0,,2013-07-07
890,21.0,,,8.2,,97,9.2,,1017.3,,2013-09-08
891,28.2,,,1.8,,164,12.0,,1009.0,,2013-09-22
892,22.4,,,2.7,,79,15.8,,1019.9,,2013-10-06
893,19.5,,,0.0,,332,14.9,,1019.1,,2013-10-13
854,17.6,,,0.0,,314,5.5,,1024.0,,2011-10-09
895,28.8,,,0.0,,120,12.7,,1013.2,,2013-11-03
888,28.2,,,0.0,,179,9.7,,1013.6,,2013-07-28
889,14.8,,,2.7,,234,7.6,,1012.0,,2013-08-25
894,23.9,,,0.0,,312,5.3,,1010.9,,2013-10-27
896,24.1,,,0.0,,198,11.7,,1010.1,,2013-11-17
897,18.6,,,9.4,,121,13.6,,1016.2,,2013-11-24
901,14.8,,,0.0,,47,11.8,,1016.9,,2014-04-20
899,26.8,,,3.3,,133,6.6,,1008.8,,2014-03-30
898,16.1,,,0.7,,297,15.2,,1006.4,,2014-03-16
900,22.4,,,0.0,,341,20.6,,1018.4,,2014-04-06
857,22.7,,,0.0,,316,7.0,,1014.8,,2011-11-13
858,19.8,,,14.4,,146,8.6,,1013.9,,2011-11-27
902,18.0,,,0.0,,123,8.0,,1016.6,,2014-05-11
903,17.4,,,0.3,,227,4.7,,1016.9,,2014-05-25
906,15.4,,,0.0,,261,12.6,,1004.6,,2014-07-06
905,17.6,,,0.6,,81,4.2,,1017.0,,2014-06-22
907,23.4,,,1.6,,240,6.7,,1009.8,,2014-07-20
916,23.7,,,0.0,,301,7.5,,1013.6,,2014-11-23
920,24.8,,,0.0,,334,27.4,,1012.2,,2015-04-19
923,16.1,,,0.0,,159,10.6,,1018.1,,2015-06-07
924,12.0,,,0.7,,314,4.6,,1018.0,,2015-06-21
928,17.3,,,0.0,,360,5.9,,1016.4,,2015-09-06
917,15.4,,,0.3,,182,17.6,,1016.8,,2015-03-15
931,14.6,,,0.5,,150,5.6,,1020.1,,2015-10-11
932,16.7,,,8.2,,348,24.7,,1016.1,,2015-10-25
933,15.3,,,3.2,,26,5.4,,1015.7,,2015-11-01
934,21.4,,,1.2,,156,7.4,,1013.3,,2015-11-15
935,24.2,,,0.0,,305,12.8,,1016.0,,2015-11-29
936,15.8,,,0.0,,153,9.4,,1019.7,,2016-03-20
938,16.5,,,1.5,,350,11.3,,1015.6,,2016-04-17
941,18.0,,,11.2,,226,8.9,,1008.4,,2016-05-29
948,21.9,,,0.2,,232,14.6,,1014.7,,2016-08-28
937,20.0,,,0.0,,355,11.0,,1017.4,,2016-04-03
951,28.2,,,0.0,,305,11.5,,1009.9,,2016-10-02
952,20.2,,,18.3,,310,17.4,,1009.9,,2016-10-09
939,15.5,,,0.6,,188,5.2,,1018.4,,2016-05-01
953,20.8,,,0.0,,174,11.3,,1020.7,,2016-10-23
954,13.7,,,1.6,,12,7.9,,1020.6,,2016-10-30
940,15.8,,,0.0,,127,8.9,,1017.2,,2016-05-15
955,17.1,,,17.0,,135,12.2,,1015.0,,2016-11-13
942,12.2,,,1.3,,292,20.9,,1003.5,,2016-06-12
956,24.3,,,0.0,,39,14.4,,1016.6,,2016-11-27
943,26.1,,,0.0,,24,23.1,,1014.8,,2016-06-19
957,20.3,,,0.0,,183,6.6,,1013.2,,2017-03-26
958,11.9,,,6.9,,43,18.9,,1012.3,,2017-04-09
944,14.1,,,2.6,,340,4.6,,1019.3,,2016-07-03
946,23.5,,,0.1,,67,7.4,,1016.4,,2016-07-24
959,26.1,,,0.0,,337,30.3,,1009.0,,2017-04-16
945,17.5,,,1.3,,216,22.8,,1007.2,,2016-07-10
947,20.8,,,1.8,,285,8.6,,1013.5,,2016-07-31
960,19.0,,,0.0,,7,3.9,,1014.0,,2017-04-30
961,19.3,,,0.1,,111,6.0,,1022.5,,2017-05-14
962,23.9,,,0.0,,125,5.3,,1020.4,,2017-05-28
963,23.8,,,0.3,,230,25.6,,1008.7,,2017-06-11
964,24.1,,,0.0,,228,15.7,,1010.6,,2017-06-25
967,23.5,,,0.0,,150,7.6,,1016.6,,2017-07-30
966,18.7,,,1.6,,276,16.5,,1022.2,,2017-07-16
965,21.9,,,0.4,,160,4.3,,1016.0,,2017-07-09
968,18.2,,,0.1,,45,5.7,,1018.0,,2017-08-27
969,17.6,,,0.0,,71,6.7,,1011.3,,2017-09-03
970,27.5,,,14.5,,140,14.8,,1011.0,,2017-09-17
971,25.9,,,14.3,,341,5.4,,1010.5,,2017-10-01
973,21.5,,,36.9,,341,18.8,,1017.8,,2017-10-22
972,20.7,,,0.0,,259,5.5,,1022.0,,2017-10-08
974,15.7,,,0.1,,253,6.5,,1016.0,,2017-10-29
975,19.4,,,0.0,,270,9.0,,1008.4,,2017-11-12
977,19.9,,,5.2,,311,26.9,,1000.9,,2018-03-25
976,23.7,,,0.0,,310,18.1,,1019.6,,2017-11-26
978,26.5,,,0.0,,24,11.9,,1010.5,,2018-04-08
979,13.2,,,0.0,,336,10.8,,1019.3,,2018-04-15
980,15.9,,,0.5,,356,38.0,,1018.7,,2018-04-29
981,13.1,,,23.5,,179,10.6,,1015.1,,2018-05-13
982,24.1,,,0.4,,72,10.7,,1016.5,,2018-05-27
984,19.9,,,0.0,,135,7.0,,1016.7,,2018-06-24
983,15.2,,,0.0,,29,8.0,,1019.4,,2018-06-10
985,14.6,,,0.0,,115,5.4,,1017.0,,2018-07-01
986,22.1,,,0.0,,6,11.1,,1025.6,,2018-07-08
949,23.2,,,0.0,,314,3.1,,1015.2,,2016-09-04
988,27.0,,,0.0,,348,8.2,,1011.2,,2018-07-29
987,21.5,,,2.1,,305,7.0,,1013.5,,2018-07-22
989,12.2,,,2.2,,199,12.2,,1016.4,,2018-08-26
991,27.6,,,1.2,,167,16.0,,1008.3,,2018-09-16
992,19.9,,,0.0,,351,5.3,,1016.8,,2018-09-30
993,23.1,,,0.0,,295,12.5,,1012.0,,2018-10-07
995,15.2,,,1.0,,337,8.2,,1020.6,,2018-10-28
994,17.1,,,0.0,,29,15.5,,1024.1,,2018-10-21
996,20.5,,,1.6,,117,8.9,,1013.2,,2018-11-11
997,26.9,,,0.6,,145,22.4,,1015.6,,2018-11-25
1001,14.7,,,0.0,,197,18.2,,1013.7,,2019-04-28
998,19.1,,,0.0,,220,8.4,,1017.0,,2019-03-17
999,25.2,,,0.0,,94,28.7,,1008.3,,2019-03-31
1000,14.1,,,0.0,,16,10.3,,1018.7,,2019-04-14
1002,15.9,,,0.0,,197,8.3,,1022.6,,2019-05-12
1003,18.5,,,1.1,,264,4.3,,1011.9,,2019-05-26
1013,17.8,,,0.8,,164,5.9,,1017.3,,2019-09-29
1004,20.0,,,0.0,,167,9.4,,1023.9,,2019-06-09
1006,23.2,,,0.0,,193,4.9,,1020.2,,2019-06-30
1005,22.5,,,0.0,,264,7.8,,1015.2,,2019-06-23
1007,16.2,,,1.2,,40,11.3,,1023.4,,2019-07-14
1008,21.2,,,11.7,,267,8.7,,1002.2,,2019-07-28
1009,19.1,,,0.1,,328,8.8,,1013.8,,2019-08-04
1010,15.3,,,0.9,,293,13.0,,1015.7,,2019-09-01
1011,15.8,,,70.3,,52,8.3,,1012.0,,2019-09-08
1012,28.9,,,0.0,,120,17.0,,1010.3,,2019-09-22
1014,19.7,,,0.0,,301,28.9,,1010.9,,2019-10-13
1015,16.2,,,12.2,,273,4.5,,1015.5,,2019-10-27
1016,13.5,,,0.0,,161,12.3,,1022.5,,2019-11-03
1019,19.5,,,0.0,,156,3.6,,1018.1,,2020-07-05
1031,14.3,,,0.0,,246,6.7,,1022.3,,2020-11-01
1038,13.9,,,0.0,,346,15.6,,1018.1,,2021-05-02
1049,23.2,,,0.0,,78,5.7,,1016.0,,2021-09-12
1042,23.4,,,1.7,,129,15.5,,1011.5,,2021-06-20
1043,19.6,,,4.9,,176,3.4,,1017.7,,2021-06-27
1044,17.8,,,2.0,,122,3.6,,1013.4,,2021-07-04
1050,15.9,,,1.3,,150,10.1,,1023.0,,2021-09-26
1035,22.0,,,0.0,,328,13.1,,1017.6,,2020-12-13
1051,15.1,,,0.4,,20,12.9,,1022.0,,2021-10-03
1053,14.7,,,0.0,,331,8.5,,1021.4,,2021-11-07
1054,16.6,,,0.0,,113,15.3,,1017.6,,2021-11-14
1055,25.7,,,0.0,,128,17.7,,1013.3,,2021-11-21
1057,23.6,,,0.0,,317,14.8,,1018.8,,2021-12-12
1056,26.6,,,0.0,,180,11.0,,1013.8,,2021-12-05
1058,20.5,,,0.0,,325,17.2,,1012.9,,2022-03-20
1064,22.1,,,3.4,,241,8.8,,1003.8,,2022-05-29
1037,9.4,,,0.7,,41,7.2,,1016.2,,2021-04-18
1059,25.4,,,0.0,,332,19.1,,1012.9,,2022-03-27
1065,24.0,,,0.0,,169,13.0,,1008.9,,2022-06-12
1060,21.2,,,0.0,,351,17.0,,1016.9,,2022-04-10
1061,13.2,,,3.3,,205,12.9,,1005.5,,2022-04-24
1062,26.3,,,2.0,,249,9.5,,1010.9,,2022-05-08
1063,25.7,,,0.0,,230,9.7,,1012.4,,2022-05-22
1068,15.6,,,3.9,,317,6.8,,1019.7,,2022-07-10
1069,27.2,,,0.0,,265,8.0,,1016.7,,2022-07-24
1070,17.9,,,7.9,,303,18.7,,1012.8,,2022-07-31
1071,16.4,,,0.5,,31,10.5,,1019.4,,2022-08-28
1072,19.5,,,0.2,,138,8.4,,1016.5,,2022-09-04
1073,20.2,,,0.0,,70,5.5,,1014.9,,2022-09-11
1075,17.2,,,18.1,,55,7.9,,1020.8,,2022-10-09
1074,26.2,,,17.0,,11,6.1,,1009.3,,2022-10-02
1076,24.8,,,0.6,,174,26.4,,1010.6,,2022-10-23
1077,17.0,,,0.9,,255,6.5,,1016.0,,2022-10-30
1078,20.1,,,0.4,,105,10.0,,1012.9,,2022-11-13
1079,27.7,,,0.0,,317,20.6,,1015.1,,2022-11-20
1080,24.8,,,0.0,,192,9.5,,1018.9,,2023-03-05
1081,25.3,,,0.0,,337,15.7,,1011.5,,2023-03-19
1082,12.5,,,0.0,,146,9.2,,1020.5,,2023-04-02
1083,20.5,,,0.2,,7,11.9,,1006.1,,2023-04-30
1085,21.4,,,6.9,,36,5.8,,1014.4,,2023-05-28
1086,19.0,,,10.8,,115,6.7,,1015.3,,2023-06-04
1087,15.6,,,0.3,,38,15.3,,1012.5,,2023-06-18
1088,17.9,,,0.3,,301,5.0,,1011.6,,2023-07-02
1089,17.6,,,0.3,,209,12.5,,1018.3,,2023-07-09
1084,24.1,,,1.9,,72,18.0,,1019.2,,2023-05-07
1090,22.6,,,0.0,,229,8.7,,1016.3,,2023-07-23
1091,15.5,,,2.4,,248,20.2,,1013.9,,2023-07-30
1092,15.3,,,4.4,,242,17.6,,1008.3,,2023-08-27
1093,22.3,,,0.0,,295,6.2,,1021.7,,2023-09-03
1094,28.6,,,2.7,,139,10.3,,1009.7,,2023-09-17
1097,25.6,,,0.2,,170,15.0,,1012.5,,2023-10-22
1099,17.5,,,0.3,,149,15.2,,1016.9,,2023-11-05
1102,16.8,,,0.0,,324,11.2,,1019.0,,2024-03-02
1096,32.8,,,0.0,,22,8.7,,1009.5,,2023-10-08
1095,22.8,,,0.0,,162,8.1,,1017.1,,2023-09-24
1103,23.9,,,0.0,,345,17.8,,1013.8,,2024-03-09
1104,15.9,,,0.0,,244,13.2,,1022.6,,2024-03-24
1098,17.2,,,0.0,,316,7.4,,1014.9,,2023-10-29
1105,15.5,,,0.0,,105,4.6,,1017.7,,2024-04-07
1100,14.7,,,0.0,,206,7.9,,1013.7,,2023-11-18
1106,16.1,,,4.6,,1,7.1,,1011.5,,2024-04-21
1101,24.8,,,0.0,,347,9.3,,1015.6,,2023-11-26
1107,25.3,,,0.3,,109,13.2,,1016.7,,2024-05-05
1108,18.7,,,0.2,,82,5.9,,1011.5,,2024-05-19
1109,17.9,,,0.0,,169,4.6,,1018.3,,2024-05-26
1110,16.3,,,4.4,,248,18.3,,999.0,,2024-06-09
1111,20.0,,,2.8,,196,7.9,,1016.3,,2024-06-23
